Lemma,Classes
"['many', 'innocent', 'child', 'like', 'going', 'murdered', 'cold', 'blood', 'syria', 'russia', 'carried', 'intensive', 'air', 'strike', 'week', 'syrian', 'province', 'idlib', 'last', 'remaining', 'rebel', 'stronghold', 'wartorn', 'country', 'idlib', 'resident', '16yearold', 'muhammad', 'najem', 'recorded', 'video', 'message', 'calling', 'u', 'president', 'donald', 'j', 'trump', 'send', 'international', 'observer', 'protect', 'child', 'like']",0
"['french', 'warplane', 'take', 'aircraft', 'carrier', 'attacking', 'isi', 'syria', 'iraq']",0
"['ramadan', '2016', '224', 'killed', 'including', 'many', 'woman', 'child']",0
"['â', 'œto', 'iran', 'russia', 'ask', 'kind', 'nation', 'want', 'associated', 'mass', 'murderer', 'innocent', 'men', 'woman', 'childrenâ', 'president', 'donald', 'j', 'trump', 'said', 'announcing', 'ordered', 'strike', 'syrian', 'regime']",0
"['country', 'stayed', 'silent', 'massacre', 'carried', 'syria', 'baby', 'killed', 'syrian', 'city', 'idlib', 'another', 'country', 'specifically', 'qatar', 'reason', 'cannot', 'understand', 'senior', 'turkish', 'official', 'tell', 'al', 'jazeera']",0
"['people', 'attend', 'mosque', 'local', 'said', 'run', 'peaceful', 'people', 'first', 'responder', 'told', 'u', 'find', 'weapon', 'amidst', 'rubble']",0
"['â', 'œthe', 'world', 'watching', 'world', 'doesnâ', 'anythingâ', '7yearold', 'syrian', 'refugee', 'bana', 'alabed', 'make', 'passionate', 'plea', 'world', 'help', 'syria', 'child']",0
"['fabricated', 'whole', 'story', 'order', 'pretext', 'attack']",0
"['breaking', 'u', 'special', 'operation', 'force', 'conducted', 'raid', 'deep', 'syria', 'overnight', 'capture', 'abu', 'sayyaf', 'senior', 'isi', 'commander', 'source', 'told', 'cnn']",0
"['50', 'year', 'ago', 'israel', 'went', 'war', 'army', 'egypt', 'syria', 'jordan', 'happened']",0
"['putting', 'people', 'notice', 'coming', 'syria', 'part', 'mass', 'migration', 'win', 'win', 'going', 'back', 'going', 'back', 'telling', 'going', 'back', 'trump', 'said']",0
"['experiencing', 'genocide', 'aleppo', 'slow', 'motion']",0
"['didnt', 'want', 'poster', 'girl', 'london', 'teenager', 'shamima', 'begum', 'joined', 'islamic', 'state', 'group', 'syria', 'tell', 'bbc', 'want', 'uk', 'forgiveness', 'support', 'british', 'value']",0
"['much', 'changed', 'since', '2015', 'article']",0
"['least', '106', 'civilian', 'including', '42', 'child', 'killed', 'series', 'air', 'strike', 'usled', 'coalition', 'isilheld', 'town', 'eastern', 'syria', 'according', 'monitoring', 'group']",0
"['aya', '8', 'pulled', 'rubble', 'airstrike', 'hit', 'home', 'syria', 'rescue', 'worker', 'tried', 'wipe', 'blood', 'away', 'shouted', 'baba', 'mean', 'dad', 'arabic']",0
"['â', 'œis', 'way', 'liveâ', 'one', 'kurdish', 'refugee', 'say', 'sold', 'belonging', 'family', 'smuggled', 'northern', 'syria', 'iraq', 'wearing', 'clothes', 'back', 'thousand', 'kurd', 'continue', 'flee', 'syria', 'bardarash', 'one', 'northern', 'iraqâ', 'largest', 'refugee', 'camp', 'month', 'turkey', 'invaded', 'northern', 'syria', 'president', 'trump', 'ordered', 'u', 'troop', 'withdraw', 'region', 'minimal', 'supply', 'life', 'isnâ', 'easy', 'refugee', 'feel', 'persecuted', 'abandoned', 'many', 'fear', 'may', 'never', 'able', 'return', 'home']",0
"['bernie', 'sander', 'talk', 'syria', 'youre', 'talking', 'quagmire', 'quagmire', 'demdebate']",0
"['british', 'government', 'win', 'support', 'air', 'strike', 'syria', '397', '223']",0
"['russian', 'air', 'strike', 'syria', 'killed', '400', 'civilian', 'since', 'september', 'year', 'monitoring', 'group', 'say']",0
"['syria', 'un', 'envoy', 'used', 'fake', 'photo', 'defend', 'syrian', 'force', 'unsc', 'yesterday', 'unfortunately', 'reverse', 'image', 'search', 'thing']",0
"['erdogan', 'u', 'give', 'support', 'terrorist', 'group', 'including', 'daesh']",0
"['young', 'one', 'weight', 'wouldnt', 'kill', 'officer', 'assistant', 'would', 'pull', 'break', 'neck', 'said', 'former', 'judge', 'witnessed', 'execution']",0
"['one', 'rocket', 'hit', 'entrance', 'school', 'student', 'leaving', 'go', 'home']",0
"['u', 'uk', 'france', 'launch', 'attack', 'chemical', 'weapon', 'site', 'syria', '5', 'thing', 'need', 'know']",0
"['host', '22', 'million', 'refugee', 'europe', 'whole', 'house', 'le', '250000', 'refugee', 'total', 'erdogan', 'said', 'european', 'union', 'official', 'hoping', 'convince', 'erdogan', 'shelter', 'syrian', 'refugee', 'return', 'aid']",0
"['help', 'abdul', 'reem', 'start', 'new', 'life', 'campaign', 'started', 'thursday', 'gissur', 'simonarson', 'icelandic', 'journalist', 'activist', 'found', 'abdul', 'halim', 'attar', 'family', 'lebanon', 'capital', 'following', 'twoday', 'search']",0
"['sevenyearold', 'mustafa', 'left', 'orphaned', 'disabled', 'war', 'syria', 'keep', 'smiling', 'ðÿ', '']",0
"['documented', 'name', 'say', 'least', '346', 'child']",0
"['breaking', 'truce', 'syria', 'begin', 'midnight', 'say', 'putin']",0
"['missile', 'lit', 'sky', 'damascus', 'early', 'saturday', 'u', 'uk', 'france', 'launched', 'strike', 'syria', 'alleged', 'use', 'chemical', 'weapon']",0
"['image', 'omran', 'reminds', 'many', 'another', 'child', 'died', 'trying', 'escape', 'syria', 'civil', 'war']",0
"['sitting', 'around', 'table', 'talking', 'people', 'killed', 'without', 'excuse', 'good', 'result', 'far', 'refugee', 'coming', 'europe', 'world', 'syria', 'soon', 'empty']",0
"['u', 'russia', 'france', 'bombing', 'syria', 'many', 'country', 'want', 'bomb', 'u', 'raqqa', 'devastated', 'raqqa', 'endured', 'unbearable', 'live', 'fear', 'isils', 'dictatorship', 'raqqa', 'resident']",0
"['breaking', 'u', 'special', 'force', 'conduct', 'raid', 'syria', 'killing', 'senior', 'isil', 'leader', 'abu', 'sayyaf', 'capturing', 'wife', 'httpajeioqc8shttpwwwaljazeeracomnews201505specialforceskillisilabusayyafsyriaraid150516122453700html']",0
"['raqqa', 'city', 'dont', 'die', 'air', 'strike', 'die', 'mortar', 'fire', 'mortar', 'sniper', 'shot', 'sniper', 'explosive', 'device']",0
"['continue', 'monitor', 'terrible', 'situation', 'clear', 'bashar', 'alassad', 'operates', 'brutal', 'unabashed', 'barbarism', 'u', 'secretary', 'state', 'rex', 'tillerson']",0
"['house', 'burning', 'ran', 'inside', 'grab', 'university', 'id', 'meet', 'man', 'teaching', 'syria', 'lost', 'generation']",0
"['saudi', 'arabia', 'hail', 'donald', 'trumpâ', 'â', 'œcourageous', 'decisionâ', 'iran', 'â', 'œstrongly', 'condemns', 'unilateral', 'strikesâ', 'â', 'world', 'reacts', 'u', 'strike', 'syria']",0
"['word', 'describe', 'bravery', 'required', 'take', 'action']",0
"['interview', 'fox', 'business', 'president', 'donald', 'j', 'trump', 'misspoke', 'saying', 'enjoying', 'cake', 'told', 'chinese', 'president', '59', 'missile', 'fired', 'iraq', 'rather', 'syria']",0
"['least', '8', 'people', 'including', '5', 'child', 'killed', 'syria', 'air', 'strike', 'hit', 'school', 'building', 'displaced', 'family', 'sheltering']",0
"['usled', 'air', 'strike', 'kill', '21', 'civilian', 'syria']",0
"['syria', 'war', 'eye', 'child', 'hear', 'hope', 'fear', 'full', 'video']",0
"['sixtyeight', 'year', 'failing', 'defend', 'palestine', 'arab', 'state', 'proved', 'incapable', 'defending', 'syria', 'robin', 'yassinkassab']",0
"['13yearold', 'boy', 'outside', 'train', 'station', 'police', 'dont', 'like', 'syrian', 'serbia', 'hungary', 'macedonia', 'greece', 'please', 'help', 'syrian', 'stop', 'war', 'wont', 'want', 'go', 'europe', 'stop', 'war', 'syria']",0
"['breaking', 'news', 'russian', 'president', 'vladimir', 'putin', 'announced', 'syrian', 'government', 'armed', 'opposition', 'signed', 'ceasefire', 'agreement']",0
"['found', 'body', 'floor', 'simply', 'speechless', 'nothing', 'left', 'say']",0
"['every', 'often', 'photograph', 'cut', 'grim', 'cacophony', 'war', 'syria', 'pierce', 'viewer', 'heart']",0
"['turkish', 'incursion', 'syrian', 'kurd', 'holding', 'daily', 'mass', 'funeral', 'cnns', 'nick', 'paton', 'walsh', 'report', 'ground', 'kurdish', 'humanitarian', 'group', 'left', 'fend', 'northern', 'syria', 'go', 'refuge', 'frontline', 'httpscnnit2ovoagnhttpswwwcnncom20191017middleeastsyriakurdishturkeydisplacedintlindexhtmlutmmediumsocialutmsourcefbcnnutmcontent20191017t113808']",0
"['seventy', 'people', 'suffocated', 'death', 'hundred', 'still', 'suffocating']",0
"['june', '1967', 'israel', 'absorbed', 'whole', 'historic', 'palestine', 'well', 'additional', 'territory', 'egypt', 'syria']",0
"['child', 'survived', 'residential', 'neighbourhood', 'targeted', 'missile', 'unguided', 'explosive', 'device', 'called', 'barrel', 'bomb']",0
"['announcement', 'come', 'day', 'president', 'plan', 'withdraw', 'troop', 'syria', 'became', 'public', 'decision', 'mattis', 'top', 'national', 'security', 'adviser', 'opposed']",0
"['united', 'nation', 'security', 'council', 'convening', 'emergency', 'meeting', 'request', 'russia', 'condemned', 'usled', 'strike', 'syria', 'overnight']",0
"['least', 'quarter', 'million', 'people', 'including', '12000', 'child', 'killed', 'since', 'syria', 'conflict', 'broke', 'march', '2011']",0
"['video', 'shared', 'social', 'medium', 'appears', 'show', 'u', 'army', 'vehicle', 'running', 'russian', 'military', 'vehicle', 'road', 'syria']",0
"['treated', 'u', 'like', 'animal', 'wanted', 'people', 'inhuman', 'possible', 'saw', 'blood', 'like', 'river', 'used', 'always', 'say', 'justice', 'syria', 'never', 'imagined', 'humanity', 'would', 'reach', 'low', 'level']",0
"['3', 'reason', 'russia', 'involved', 'syrian', 'war']",0
"['refugee', 'syria', 'palestine', 'afghanistan', 'iraq', 'creating', 'community', 'centre', 'athens', 'stay', 'connected', 'culture']",0
"['even', 'deadly', 'standard', 'war', 'death', 'toll', 'staggering']",0
"['local', 'aleppo', 'syria', 'threw', 'party', 'kid', 'burning', 'tire', 'street', 'trying', 'stop', 'airstrikes', 'neighborhood', 'httpcnnit2bjcjqhhttpwwwcnncom20160819middleeastsyriaomrandaqneeshaylankurdireactionindexhtmlsrfbcnn081916syriaomrandaqneeshaylankurdireaction0930pmvodtopvideolinkid27850754']",0
"['official', 'damascus', 'deny', 'using', 'weapon']",0
"['muslim', 'convert', 'joined', 'islamic', 'state', 'group', 'syria', 'teen', 'british', 'citizenship', 'revoked', 'bbc', 'understands']",0
"['refugee', 'greece', 'working', 'together', 'make', 'community', 'feel', 'like', 'home']",0
"['syria', 'failure', 'humanity', 'international', 'community', 'inaction', 'continues', 'give', 'syrian', 'message', 'human', 'worth', 'insignificant']",0
"['pope', 'francis', 'delivered', 'traditional', 'easter', 'sunday', 'mass', 'sermon', 'rome', 'sunday', 'call', 'end', 'horror', 'death', 'syria', 'prayed', 'jesus', 'help', 'world', 'leader', 'end', 'arm', 'trade']",0
"['year', 'ago', 'shocked', 'injured', 'omran', 'daqneesh', 'became', 'face', 'war', 'syria', 'went', 'aleppo', 'see', 'life', 'like', '4yearold', 'omran', 'family']",0
"['ask', 'god', 'help', 'u', 'annihilate', 'httpajeiojb9nhttptribal3wpfjqb']",0
"['arab', 'coalition', 'air', 'strike', 'heavy', 'shelling', 'warring', 'faction', 'shook', 'several', 'city', 'yemen', 'despite', 'un', 'humanitarian', 'truce', 'took', 'effect', 'midnight']",0
"['rebel', 'spokesman', 'say', 'houthis', 'used', 'surfacetoair', 'missile', 'saudi', 'helicopter', 'near', 'border', 'killing', '2', 'pilot']",0
"['im', 'much', 'better', 'living', 'homeless', 'street', 'war', 'forced', 'yemeni', 'man', 'live', 'treehouse']",0
"['extremely', 'rare', 'move', 'former', 'al', 'qaeda', 'operative', 'come', 'shadow', 'make', 'startling', 'claim']",0
"['three', 'suicide', 'bomb', 'targeting', 'checkpoint', 'went', 'aden']",0
"['one', 'war', 'yemen', 'absolutely', 'clear', 'loser', 'starving', 'million', 'child', 'innocent', 'civilian', 'whose', 'picture', 'increasingly', 'see', 'newspaper', 'tv', 'screen', 'mark', 'lowcock', 'un', 'humanitarian', 'chief']",0
"['uaes', 'announcement', 'leaf', 'open', 'likelihood', 'emirati', 'troop', 'would', 'remain', 'yemen', 'currently', 'operate', 'hadramawt', 'province', 'aden', 'city']",0
"['group', 'al', 'jazeera', 'journalist', 'disappeared', '10', 'day', 'ago', 'yemen', 'freed', 'kidnapper', 'whose', 'identity', 'remain', 'unclear']",0
"['loss', 'region', 'sultan', 'qaboos', 'oman', 'became', 'centre', 'backdoor', 'negation', 'iran', 'u', 'well', 'representative', 'yemen', 'houthi', 'rebel', 'saudi', 'arabia']",0
"['thousand', 'injured', 'yemeni', 'treated', 'oman', 'returned']",0
"['without', 'access', 'safe', 'commercial', 'travel', 'yemeni', 'left', 'way', 'access', 'critical', 'medical', 'care', 'result', 'devastating', 'thousand', 'woman', 'men', 'child', 'could', 'saved', 'lost', 'life']",0
"['european', 'power', 'condemn', 'turkey', 'syria', 'operation', 'turn', 'blind', 'eye', 'saudi', 'arabia', 'crime', 'yemen', 'â', 'writes', 'ali', 'bakeer', 'ajopinion']",0
"['russian', 'cruise', 'missile', 'hit', 'isi', 'target', 'syria', 'according', 'state', 'medium']",0
"['syria', 'refugee', 'crisis', 'shone', 'light', 'sex', 'trafficking', 'lebanon', 'victim', 'often', 'treated', 'criminal']",0
"['thousand', 'civilian', 'hundred', 'fighter', 'fled', 'village', 'baghouz', 'isilâ', 'last', 'enclave', 'syria', 'ready', 'fight', 'end']",0
"['bana', 'alabed', '7yearold', 'syrian', 'girl', 'escaped', 'aleppo', 'hoping', 'president', 'donald', 'j', 'trump', 'something', 'child', 'syria', 'httpcnnit2jfultdhttpwwwcnncom20170127politicstrumpplanstosignexecutiveactiononrefugeesextremevettingindexhtmlsrfbcnn012717trumpplanstosignexecutiveactiononrefugeesextremevetting0635pmvodtopvideolinkid33854110']",0
"['something', 'stop', 'east', 'aleppo', 'journalist', 'zouhir', 'alshimale', 'message', 'people', 'asking', 'actually', 'help', 'people', 'syria']",0
"['like', 'witness', 'firsthand', 'collapse', 'islamic', 'state', 'caliphate', 'syria']",0
"['', 'killed', 'creature', 'iranian', 'information', 'minister', 'mohammed', 'javad', 'azarijahromi']",0
"['deceiving', 'parliament', 'believe', 'responsibility', 'happened', 'syria', 'former', 'uk', 'chancellor', 'george', 'osborne', 'made', 'impassioned', 'speech', 'mp', 'emergency', 'session', 'aleppo', 'wednesday', 'night']",0
"['breaking', 'president', 'trump', 'order', 'u', 'force', 'launch', 'precision', 'strike', 'target', 'associated', 'chemical', 'weapon', 'syria']",0
"['reiterate', 'categorical', 'rejection', 'measure', 'would', 'undermine', 'syrian', 'sovereignty', 'golan']",0
"['war', 'syria', 'left', 'many', 'million', 'child', 'orphaned', 'met']",0
"['assad', 'thanks', 'putin', 'saving', 'country', 'russia', 'support', 'syria']",0
"['helped', 'u', 'lot', 'small', 'thank', 'bringing', 'u', 'canada', 'want', 'thank', 'canadian', 'people']",0
"['putin', 'view', 'u', 'strike', 'syria', 'aggression', 'sovereign', 'state', 'violation', 'norm', 'international', 'law', 'madeup', 'pretext', 'dmitry', 'peskov', 'spokesperson', 'russian', 'president', 'vladimir', 'putin', 'read', 'l']",0
"['within', 'hour', 'president', 'donald', 'j', 'trump', 'abandoned', 'stance', 'core', 'campaign', 'watch', 'stunning', 'uturns', 'russia', 'nato', 'china', 'syria']",0
"['turkey', 'using', 'airstrikes', 'fight', 'kurdish', 'militia', 'syria']",0
"['syrian', 'war', 'enters', '8th', 'year', 'today', 'meanwhile', '465000', 'killed', '1', 'million', 'injured', '12', 'million', 'displaced', 'syrian', 'saying', 'another', 'year']",0
"['right', 'livelihood', 'award', 'foundation', 'cited', 'white', 'helmet', 'also', 'known', 'syria', 'civil', 'defence', 'outstanding', 'bravery', 'compassion', 'humanitarian', 'engagement', 'rescuing', 'civilian']",0
"['u', 'uk', 'france', 'bombed', 'multiple', 'government', 'target', 'syria', 'operation', 'targeting', 'alleged', 'chemical', 'weapon', 'site']",0
"['ramadan', 'around', 'world']",0
"['response', 'suspected', 'syrian', 'chemical', 'weapon', 'attack']",0
"['drone', 'video', 'reveals', 'huge', 'destruction', 'aleppo', 'syria', 'largest', 'city']",0
"['jet', 'shot', 'violated', 'turkey', 'airspace', 'close', 'syrian', 'border', 'ignored', 'warning', 'turkish', 'military', 'official', 'told', 'reuters', 'news', 'agency', 'httpajeiosy92httpwwwaljazeeracomnews201511turkeyshootswarplanesyriaborder151124081519290html']",0
